dec time,time,Sg,Sd,Su,Lu,Ld,Rn,G,Tdry,Twet,Tgrass,Tconc,Tsoil,Tsoil5,Tsoil10,Tsoil20,Tsoil30,Tsoil50,Tsoil100,Soil moist10,Soil moist30,Soil moist50,Soil moist100,Rain,U2,U2 N/A,U10,Dirn10,Ps,Pg,Sdur,?,?, , , , , , , , , , , , , , , , 
(hrs),(hhmm),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(W/m^2),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(deg C),(%),(%),(%),(%),(mm),(m/s),(m/s),(m/s),(deg),(hPa),(V/m),(hrs),(?),(?),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( ),( )
6.167,610,18.18,18.1,18.612,-10.8288,0,-5.884,-10.59828,999,999,13.52486,13.11084,-0.1305,39.02064,40.60968,41.8652,42.37516,41.70334,40.44856,0,-0.001,-0.001,-0.001,-0.04,0.58941,999,-0.01998,-0.144,-0.001,-0.001,0.003165,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.25,615,21.816,19.005,21.6576,-9.8136,0.6768,-0.8826,-9.65811,999,999,13.54454,13.34892,-0.12062,39.02064,40.60968,41.82036,42.35274,41.70334,40.44856,-0.002,-0.001,-0.001,-0.001,-0.04,0.96903,999,-0.01998,0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.333,620,24.0885,17.6475,24.3648,-9.1368,1.0152,1.0297,-9.91452,999,999,13.64294,13.60684,-0.12062,39.04301,40.54242,41.79794,42.37516,41.70334,40.44856,-0.001,-0.001,-0.001,-0.002,-0.04,0.67932,999,-0.01998,-0.504,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.417,625,30.4515,26.6975,30.7944,-10.4904,0,1.1768,-8.80341,999,999,13.83974,13.87468,-0.1305,39.04301,40.54242,41.77552,42.35274,41.68097,40.47103,-0.002,-0.001,-0.001,-0.002,0.04,0.61938,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5,630,38.6325,37.5575,39.5928,-9.8136,1.692,8.3847,-8.46153,999,999,13.89878,14.083,-0.11074,39.06538,40.52,41.73068,42.33032,41.68097,40.44856,-0.001,-0.001,0,-0.002,-0.1,0.92907,999,-0.01998,-0.144,-0.001,-0.001,0.003415,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.583,635,49.086,42.9875,50.4216,-13.1976,1.3536,6.9137,-8.20512,999,999,13.99718,14.21196,-0.12062,39.08775,40.49758,41.73068,42.35274,41.68097,40.44856,-0.001,-0.001,-0.001,0,0.1,0.70929,999,-0.01998,0.144,-0.001,-0.001,0.002916,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.667,640,55.9035,50.2275,56.5128,-14.5512,1.3536,6.7666,-8.29059,999,999,14.14478,14.44012,-0.12062,39.11012,40.47516,41.70826,42.3079,41.68097,40.42609,-0.002,-0.001,-0.001,-0.001,-0.04,0.56943,999,-0.01998,0,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.75,645,58.176,50.2275,58.8816,-12.5208,2.0304,13.0919,-6.8376,999,999,14.2727,14.54924,-0.1305,39.13249,40.45274,41.66342,42.3079,41.68097,40.44856,-0.001,-0.001,-0.001,-0.002,0,0.63936,999,-0.01998,-0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.833,650,62.2665,57.92,63.6192,-16.2432,1.692,8.3847,-7.17948,999,999,14.31206,14.63852,-0.1305,39.15486,40.45274,41.66342,42.28548,41.68097,40.42609,-0.001,-0.001,-0.001,-0.001,-0.1,0.68931,999,-0.01998,0,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.917,655,68.175,61.54,70.0488,-13.1976,2.7072,18.5346,-6.06837,999,999,14.43998,14.81708,-0.12062,39.1996,40.43032,41.641,42.28548,41.68097,40.42609,-0.001,-0.001,-0.001,-0.001,0.04,0.38961,999,-0.01998,-0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7,700,66.8115,61.54,69.0336,-11.844,3.0456,19.4172,-6.41025,999,999,14.64662,15.15436,-0.12062,39.1996,40.43032,41.61858,42.26306,41.68097,40.44856,-0.001,-0.001,-0.001,-0.001,0.04,0.40959,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.083,705,74.0835,62.8975,75.8016,-16.5816,4.0608,15.0042,-5.89743,999,999,14.64662,15.25356,-0.12062,39.22197,40.4079,41.57374,42.26306,41.6586,40.42609,-0.001,-0.001,-0.001,0,0,0.67932,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.167,710,84.537,71.0425,85.2768,-14.2128,4.0608,26.478,-5.38461,999,999,14.75486,15.38252,-0.12062,39.26671,40.4079,41.55132,42.26306,41.6586,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,0.4995,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.25,715,83.1735,73.7575,84.2616,-11.1672,5.7528,30.7439,-4.70085,999,999,14.7647,15.45196,-0.12062,39.28908,40.4079,41.5289,42.21822,41.6586,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,0.68931,999,-0.01998,-0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.333,720,85.9005,75.5675,87.984,-12.8592,5.4144,28.6845,-4.87179,999,999,14.93198,15.6702,-0.12062,39.33382,40.36306,41.50648,42.21822,41.6586,40.44856,-0.001,-0.001,-0.001,-0.001,-0.1,0.47952,999,-0.01998,0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.417,725,94.0815,81.9025,96.1056,-19.6272,4.3992,21.1824,-4.18803,999,999,15.08942,15.92812,-0.12062,39.35619,40.38548,41.50648,42.21822,41.6586,40.42609,-0.001,-0.001,-0.001,-0.001,-0.1,0.41958,999,-0.01998,0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.5,730,102.2625,87.3325,103.212,-24.0264,5.4144,19.5643,-3.76068,999,999,15.26654,16.0174,-0.12062,39.4233,40.36306,41.48406,42.17338,41.6586,40.44856,-0.001,-0.001,-0.001,-0.001,0,0.44955,999,-0.01998,-0.144,-0.001,-0.001,0.003415,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.583,735,109.989,93.6675,111.3336,-25.38,6.768,22.2121,-3.50427,999,999,15.33542,16.08684,-0.12062,39.44567,40.36306,41.46164,42.15096,41.6586,40.44856,-0.001,-0.001,-0.001,-0.001,0,0.48951,999,-0.01998,-0.144,-0.001,-0.001,0.003249,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.667,740,117.261,101.36,119.1168,-25.38,5.076,30.1555,-3.58974,999,999,15.39446,16.2158,-0.1305,39.49041,40.38548,41.43922,42.17338,41.6586,40.44856,-0.001,-0.001,-0.001,-0.001,0.04,0.86913,999,-0.01998,-0.144,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.75,745,132.2595,113.125,135.36,-26.7336,5.7528,37.3634,-3.07692,999,999,15.17798,16.30508,-0.12062,39.51278,40.36306,41.4168,42.15096,41.6586,40.42609,-0.002,-0.001,-0.001,-0.001,-0.04,0.65934,999,-0.01998,0,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.833,750,162.2565,132.13,165.1392,-28.0872,8.7984,54.8683,-3.07692,999,999,15.41414,16.60268,-0.12062,39.53515,40.38548,41.4168,42.12854,41.63623,40.44856,-0.001,-0.001,-0.001,0,0,0.77922,999,-0.01998,0,-0.001,-0.001,0.003332,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.917,755,173.1645,140.275,177.9984,-30.1176,9.8136,62.2233,-2.39316,999,999,15.63062,16.88044,-0.12062,39.57989,40.38548,41.39438,42.10612,41.63623,40.42609,-0.001,-0.001,-0.001,-0.001,0,0.66933,999,-0.01998,0,-0.001,-0.001,0.016577,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8,800,188.163,152.04,192.888,-30.456,13.536,74.5797,-2.30769,999,999,16.1915,17.26732,-0.12062,39.62463,40.38548,41.37196,42.10612,41.63623,40.44856,-0.001,-0.001,-0.001,-0.001,0,0.93906,999,-0.01998,0.144,-0.001,-0.001,0.037652,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.083,805,211.797,171.045,216.576,-33.1632,16.5816,86.0535,-2.39316,999,999,16.31942,17.57484,-0.1305,39.69174,40.36306,41.34954,42.0837,41.63623,40.44856,-0.001,-0.001,-0.001,-0.001,0,0.999,999,-0.01998,-0.144,-0.001,-0.001,0.066473,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.167,810,202.2525,161.09,207.7776,-45.0072,14.8896,68.2544,-1.36752,999,999,16.3883,17.803,-0.12062,39.73648,40.36306,41.34954,42.06128,41.63623,40.44856,-0.001,-0.001,-0.001,-0.002,0.04,1.2987,999,-0.01998,-0.144,-0.001,-0.001,0.064391,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.25,815,205.434,162.9,208.4544,-60.912,12.8592,27.8019,-0.8547,999,999,16.40798,17.86252,-0.12062,39.80359,40.36306,41.32712,42.06128,41.63623,40.42609,-0.002,-0.001,-0.001,-0.001,0,1.02897,999,-0.01998,0.144,-0.001,-0.001,0.053062,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.333,820,229.068,170.5925,230.4504,-68.0184,12.5208,67.8131,-0.51282,999,999,16.77206,18.51724,-0.12062,39.8707,40.38548,41.3047,42.0837,41.63623,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,0.86913,999,-0.01998,0.144,-0.001,-0.001,0.0833,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.417,825,253.611,170.5925,254.1384,-72.0792,14.8896,107.9714,0.25641,999,999,17.05742,19.291,-0.1305,39.93781,40.43032,41.3047,42.03886,41.61386,40.42609,0,-0.001,-0.001,-0.001,-0.1,0.5994,999,-0.01998,0.144,-0.001,-0.001,0.0833,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.5,830,216.342,172.4025,216.9144,-75.1248,10.152,91.9375,0.94017,999,999,17.1755,19.52908,-0.1305,40.02729,40.4079,41.28228,42.03886,41.61386,40.42609,-0.001,-0.001,-0.001,-0.001,0,0.85914,999,-0.01998,-0.36,-0.001,-0.001,0.03432,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.583,835,216.342,177.8325,214.5456,-76.4784,9.1368,89.4368,0.94017,999,999,17.21486,19.38028,-0.12062,40.11677,40.4079,41.25986,41.99402,41.61386,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,0.50949,999,-0.01998,0.144,-0.001,0,0.014244,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.667,840,243.612,187.335,242.6328,-77.832,8.7984,108.5598,1.79487,999,999,17.58878,19.38028,-0.12062,40.18388,40.43032,41.25986,41.99402,41.61386,40.44856,-0.001,-0.001,-0.001,-0.001,0,0.80919,999,-0.01998,-0.144,-0.001,-0.001,0.082467,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.75,845,275.427,199.1,274.7808,-77.4936,5.7528,140.6276,2.05128,999,999,17.69702,19.36044,-0.1305,40.25099,40.43032,41.23744,41.99402,41.61386,40.42609,-0.001,-0.001,-0.001,-0.001,0,1.61838,999,-0.01998,0.144,-0.001,-0.001,0.0833,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.833,850,287.244,204.0775,286.6248,-76.4784,6.768,145.629,2.39316,999,999,17.72654,19.45964,-0.12062,40.34047,40.45274,41.23744,41.9716,41.61386,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,1.45854,999,-0.01998,0,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.917,855,298.152,204.53,299.1456,-75.8016,8.7984,150.9246,3.07692,999,999,18.07094,19.67788,-0.12062,40.42995,40.49758,41.23744,41.9716,41.59149,40.42609,-0.001,-0.001,-0.001,-0.001,0,1.47852,999,-0.02997,0,-0.001,-0.001,0.0833,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,900,261.3375,197.29,263.2752,-77.4936,7.4448,126.0647,3.16239,999,999,18.26774,19.90604,-0.12062,40.51943,40.49758,41.21502,41.94918,41.59149,40.42609,-0.001,-0.001,-0.001,-0.001,0.04,1.16883,999,-0.01998,-0.144,-0.001,-0.001,0.0833,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.083,905,253.1565,204.0775,255.492,-79.1856,4.0608,120.9162,3.4188,999,999,18.12998,19.6382,-0.1305,40.60891,40.52,41.21502,41.92676,41.59149,40.42609,-0.001,-0.002,-0.001,-0.001,0,1.60839,999,-0.01998,-0.504,-0.001,-0.001,0.0833,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.167,910,291.3345,217.2,295.4232,-80.8776,7.7832,142.3928,4.18803,999,999,18.42518,19.62828,-0.1305,40.69839,40.54242,41.1926,41.92676,41.59149,40.42609,-0.001,-0.001,-0.001,-0.001,0,1.27872,999,-0.01998,0,-0.001,-0.001,0.0833,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.25,915,312.696,230.3225,317.0808,-81.8928,7.4448,162.2513,3.93162,999,999,18.73022,20.11436,-0.12062,40.78787,40.54242,41.1926,41.92676,41.59149,40.42609,-0.001,-0.001,-0.001,-0.001,0,1.45854,999,-0.01998,0,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.333,920,340.875,237.5625,345.5064,-82.2312,9.4752,179.7562,4.18803,999,999,18.98606,20.3822,-0.12062,40.87735,40.60968,41.1926,41.90434,41.56912,40.44856,0,-0.001,-0.001,-0.002,0,1.67832,999,-0.01998,-0.504,-0.002,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.417,925,325.8765,239.825,329.6016,-82.908,7.7832,167.3998,4.52991,999,999,19.08446,20.74924,-0.12062,40.94446,40.65452,41.1926,41.88192,41.56912,40.42609,-0.001,-0.001,-0.001,-0.001,0,1.92807,999,-0.01998,-0.144,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.5,930,335.8755,243.445,339.7536,-83.2464,7.4448,174.4606,4.70085,999,999,19.07462,20.4814,-0.12062,41.05631,40.67694,41.1926,41.88192,41.56912,40.44856,-0.001,-0.001,-0.001,-0.001,0.04,1.77822,999,-0.01998,0.144,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.583,935,324.0585,242.54,327.2328,-83.9232,8.46,165.7817,4.87179,999,999,19.40918,20.73932,-0.12062,41.14579,40.67694,41.1926,41.8595,41.54675,40.42609,-0.001,-0.001,-0.001,-0.002,0,1.53846,999,-0.01998,-0.144,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.667,940,331.785,248.875,335.016,-84.9384,5.7528,171.0773,4.78632,999,999,19.46822,20.74924,-0.12062,41.23527,40.72178,41.17018,41.8595,41.56912,40.42609,-0.001,-0.002,-0.001,-0.001,0,2.0979,999,-0.01998,-0.144,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.75,945,357.6915,256.5675,361.0728,-84.9384,7.7832,191.6713,5.29914,999,999,19.47806,20.70956,-0.12062,41.34712,40.76662,41.17018,41.83708,41.56912,40.44856,-0.001,-0.001,-0.001,-0.002,-0.04,2.11788,999,-0.01998,-0.144,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.833,950,356.328,256.115,359.0424,-86.292,9.8136,187.4054,5.47008,999,999,19.82246,21.027,-0.12062,41.4366,40.81146,41.17018,41.81466,41.56912,40.44856,-0.001,-0.001,-0.001,-0.001,0,1.71828,999,-0.01998,0,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.917,955,340.4205,247.5175,343.476,-88.3224,7.1064,182.9924,5.9829,999,999,19.85198,21.43372,-0.12062,41.52608,40.83388,41.1926,41.81466,41.54675,40.44856,-0.001,-0.001,-0.001,-0.001,0,1.88811,999,-0.01998,0,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,1000,339.966,238.4675,342.7992,-91.368,7.4448,177.2555,5.72649,999,999,20.00942,21.55276,-0.12062,41.61556,40.87872,41.17018,41.81466,41.54675,40.44856,-0.002,-0.001,-0.001,-0.001,-0.04,1.52847,999,-0.01998,0,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.083,1005,415.8675,242.9925,419.616,-94.4136,13.1976,221.0913,6.41025,999,999,20.39318,22.19756,-0.12062,41.70504,40.92356,41.1926,41.79224,41.54675,40.44856,-0.001,-0.001,-0.001,-0.001,0,1.28871,999,-0.01998,-0.144,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.167,1010,440.4105,250.2325,444.6576,-98.8128,14.5512,239.773,6.92307,999,999,20.9639,23.22924,-0.12062,41.79452,40.9684,41.1926,41.76982,41.54675,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,1.76823,999,-0.01998,0,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.25,1015,478.5885,264.7125,481.8816,-98.8128,11.5056,264.6329,7.77777,999,999,20.93438,22.94156,-0.12062,41.90637,40.99082,41.1926,41.79224,41.54675,40.42609,-0.001,-0.002,-0.001,-0.001,-0.04,2.46753,999,-0.01998,0.144,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.333,1020,509.04,283.265,511.6608,-97.7976,15.9048,288.1689,8.37606,999,999,21.3083,23.12012,-0.12062,42.01822,41.03566,41.1926,41.76982,41.52438,40.42609,-0.001,-0.001,-0.001,-0.002,-0.04,1.84815,999,-0.01998,-0.144,-0.001,-0.001,0.083217,999,999,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.417,1025,517.6755,300.0075,519.7824,-96.444,17.9352,302.4376,8.80341,999,999,21.77078,24.24108,-0.12062,42.13007,41.05808,41.1926,41.7474,41.52438,40.42609,-0.001,-0.001,-0.001,-0.001,0,1.998,999,-0.01998,0,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.5,1030,524.0385,313.5825,526.5504,-95.0904,16.2432,309.0571,9.48717,999,999,21.87902,24.45932,-0.1305,42.26429,41.10292,41.1926,41.76982,41.52438,40.42609,-0.001,-0.001,-0.001,-0.001,0,2.41758,999,-0.01998,0.144,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.583,1035,473.1345,311.7725,475.1136,-94.4136,14.2128,275.5183,10.08546,999,999,21.96758,24.42956,-0.12062,42.42088,41.17018,41.21502,41.7474,41.50201,40.44856,-0.001,-0.001,-0.001,-0.001,0,2.50749,999,-0.01998,0,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.667,1040,412.2315,298.1975,414.54,-94.4136,7.1064,233.3006,10.51281,999,999,21.58382,23.76492,-0.12062,42.57747,41.23744,41.21502,41.76982,41.52438,40.42609,-0.001,-0.001,-0.001,-0.001,0.04,2.82717,999,-0.01998,0,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.75,1045,375.8715,265.165,377.9928,-95.4288,8.1216,198.1437,10.51281,999,999,21.32798,23.10028,-0.12062,42.71169,41.25986,41.21502,41.72498,41.50201,40.42609,-0.001,-0.001,-0.001,-0.001,0,2.02797,999,-0.01998,-0.144,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.833,1050,332.2395,230.775,335.016,-98.4744,2.7072,172.4012,10.59828,999,999,21.05246,22.75308,-0.12062,42.80117,41.3047,41.23744,41.72498,41.50201,40.42609,0,-0.001,-0.001,-0.001,0,2.50749,999,-0.01998,0,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.917,1055,382.689,211.77,387.468,-100.1664,3.7224,203.5864,9.91452,999,999,20.80646,22.10828,-0.12062,42.89065,41.37196,41.25986,41.72498,41.50201,40.42609,-0.002,-0.001,-0.001,-0.001,-0.04,3.16683,999,-0.01998,-0.144,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1100,505.404,204.9825,511.9992,-101.52,12.1824,280.0784,9.4017,999,999,21.18038,22.28684,-0.12062,42.95776,41.4168,41.25986,41.70256,41.50201,40.42609,0,-0.001,-0.001,-0.002,0,3.51648,999,-0.01998,0.144,-0.001,-0.001,0.083217,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.083,1105,537.219,194.575,543.132,-104.2272,16.5816,303.4673,8.71794,999,999,21.81014,23.02092,-0.11074,43.02487,41.48406,41.28228,41.70256,41.50201,40.42609,-0.001,-0.001,-0.001,-0.002,0,3.01698,999,-0.01998,0.504,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.167,1110,633.1185,181.905,638.5608,-105.9192,21.3192,376.576,9.31623,999,999,22.35134,24.04268,-0.12062,43.06961,41.5289,41.28228,41.68014,41.50201,40.42609,-0.001,-0.001,-0.001,0,-0.04,3.10689,999,-0.01998,0.144,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.25,1115,546.7635,210.4125,550.5768,-106.9344,18.9504,329.504,9.48717,999,999,22.74494,25.07436,-0.12062,43.18146,41.59616,41.3047,41.68014,41.50201,40.44856,-0.001,-0.001,-0.001,-0.002,0,3.33666,999,-0.01998,0.144,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.333,1120,453.591,211.77,457.5168,-105.5808,10.4904,259.1902,11.28204,999,999,22.08566,24.19148,-0.12062,43.29331,41.641,41.32712,41.68014,41.47964,40.44856,-0.001,-0.001,-0.001,-0.001,-0.04,3.04695,999,-0.01998,-0.144,-0.001,-0.001,0.083133,999,999,0.0003,0.0003,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.417,1125,554.49,193.67,559.0368,-105.9192,20.9808,313.6172,11.45298,999,999,22.43006,24.41964,-0.12062,43.42753,41.68584,41.34954,41.65772,41.47964,40.42609,-0.001,-0.001,-0.001,-0.001,-0.1,2.1978,999,-0.01998,0,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.5,1130,719.4735,166.9725,723.8376,-108.6264,27.072,441.8884,11.53845,999,999,22.99094,25.62988,-0.12062,43.53938,41.7531,41.34954,41.68014,41.45727,40.42609,-0.001,-0.001,-0.001,-0.001,0,3.7962,999,-0.01998,0,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.583,1135,709.4745,159.7325,711.9936,-106.9344,28.764,434.5334,12.8205,999,999,23.23694,26.00684,-0.1305,43.62886,41.79794,41.37196,41.65772,41.47964,40.42609,-0.002,-0.001,-0.001,-0.001,0,3.33666,999,-0.01998,0.144,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.667,1140,800.3745,195.0275,799.9776,-98.4744,33.84,500.8755,14.18802,999,999,23.5715,26.61196,-0.12062,43.78545,41.8652,41.37196,41.68014,41.45727,40.42609,-0.001,-0.001,-0.001,-0.002,0,3.60639,999,-0.01998,0,-0.001,-0.001,0.083133,999,999,0.0007,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.75,1145,895.365,282.8125,891.3456,-90.3528,45.3456,555.8909,15.12819,999,999,24.5063,27.78252,-0.1305,43.96441,41.93246,41.4168,41.65772,41.45727,40.42609,-0.001,-0.001,-0.001,-0.001,0,2.94705,999,-0.01998,0,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.833,1150,745.38,421.73,740.4192,-71.7408,37.5624,501.0226,16.66665,999,999,24.9983,29.10188,-0.12062,44.14337,41.95488,41.4168,41.68014,41.45727,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,3.35664,999,-0.01998,0.144,-0.001,-0.001,0.083133,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.917,1155,472.2255,402.725,469.3608,-62.2656,19.9656,291.4051,18.71793,999,999,24.05366,27.86188,-0.12062,44.36707,42.02214,41.46164,41.68014,41.45727,40.42609,-0.001,-0.001,-0.001,-0.001,-0.04,2.06793,999,-0.01998,-0.36,-0.001,-0.001,0.014577,999,999,0.0007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12,1200,790.3755,425.35,785.4264,-80.8776,34.5168,495.5799,19.31622,999,999,24.64406,27.9214,-0.12062,44.5684,42.11182,41.46164,41.65772,41.4349,40.42609,-0.002,-0.001,-0.001,-0.002,-0.04,3.13686,999,-0.01998,0.36,-0.001,-0.001,0.064474,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.083,1205,750.3795,394.58,746.172,-92.7216,34.8552,477.9279,19.05981,999,999,25.43126,29.211,-0.12062,44.74736,42.17908,41.48406,41.65772,41.4349,40.40362,-0.001,-0.001,-0.001,-0.001,-0.04,3.44655,999,-0.01998,0,-0.001,-0.001,0.08305,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.167,1210,469.044,353.4025,466.6536,-90.0144,16.5816,271.8408,19.99998,999,999,24.4571,28.3182,-0.12062,44.90395,42.24634,41.50648,41.65772,41.4349,40.42609,-0.002,-0.001,-0.001,-0.001,0.04,2.78721,999,-0.01998,0.144,-0.001,-0.001,0.041733,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.25,1215,471.771,372.86,471.0528,-82.2312,10.4904,277.4306,19.91451,999,999,23.38454,25.987,-0.12062,45.08291,42.33602,41.5289,41.6353,41.4349,40.42609,-0.001,-0.001,-0.001,-0.002,0.04,3.88611,999,-0.01998,-0.36,-0.001,-0.001,0.01691,999,999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
